ESNTL_NO,WRD_NM,AFRM_SCORE_VALUE,NEGA_SCORE_VALUE
"33582","신타","0.00004","0.00004"
"33583","신타니","0.00001","0.00000"
"33584","신타로","0.00011","0.00020"
"33585","신탁","0.00052","0.00039"
"33590","신톈","0.00001","0.00000"
"33591","신토","0.00002","0.00000"
"33592","신토불이","0.00006","0.00002"
"33593","신통","0.00053","0.00076"
"33594","신통찮다","0.00002","0.00006"
"33595","신트라","0.00001","0.00000"
"33596","신파","0.00026","0.00078"
"33597","신판","0.00031","0.00037"
"33598","신페이","0.00004","0.00006"
"33599","신편","0.00001","0.00004"
"33600","신포","0.00005","0.00009"
"33601","신포니에타","0.00003","0.00000"
"33602","신품","0.00002","0.00006"
"33603","신풍","0.00003","0.00000"
"33604","신필","0.00002","0.00000"
"33605","신하","0.00278","0.00236"
"33607","신학","0.00209","0.00292"
"33608","신학기","0.00001","0.00000"
"33609","신한","0.00014","0.00013"
"33611","신항","0.00008","0.00000"
"33612","신해","0.00012","0.00000"
"33616","신행","0.00003","0.00004"
"33617","신헌","0.00002","0.00009"
"33619","신혁","0.00002","0.00000"
"33620","신현","0.00003","0.00004"
"33631","신형","0.00017","0.00013"
"33635","신혜","0.00015","0.00019"
"33640","신호","0.00787","0.00649"
"33643","신혼","0.00308","0.00390"
"33644","신화","0.02587","0.02377"
"33645","신환","0.00002","0.00000"
"33646","신회","0.00003","0.00006"
"33647","신휘","0.00003","0.00000"
"33648","신흥","0.00081","0.00080"
"33649","신희","0.00002","0.00000"
"33650","싣다","0.01221","0.01316"
"33651","실각","0.00006","0.00006"
"33652","실감","0.00930","0.00730"
"33653","실강","0.00002","0.00002"
"33654","실강이","0.00001","0.00000"
"33655","실갱이","0.00012","0.00004"
"33656","실거","0.00011","0.00004"
"33657","실검","0.00002","0.00000"
"33658","실격","0.00067","0.00099"
"33659","실경","0.00001","0.00000"
"33660","실고","0.00001","0.00000"
"33661","실과","0.00060","0.00033"
"33662","실군","0.00002","0.00000"
"33663","실권","0.00016","0.00015"
"33664","실금","0.00003","0.00004"
"33665","실기","0.00031","0.00043"
"33666","실내","0.00233","0.00156"
"33667","실드","0.00002","0.00006"
"33668","실라","0.00002","0.00000"
"33669","실라노","0.00000","0.00019"
"33670","실락원","0.00003","0.00007"
"33671","실란","0.00003","0.00004"
"33672","실랑이","0.00055","0.00033"
"33673","실러","0.00009","0.00019"
"33674","실러캔스","0.00005","0.00004"
"33675","실레","0.00018","0.00039"
"33676","실려","0.00004","0.00000"
"33677","실려가다","0.00026","0.00013"
"33678","실려오다","0.00004","0.00006"
"33679","실력","0.01649","0.01344"
"33680","실련","0.00001","0.00000"
"33681","실례","0.00130","0.00164"
"33682","실로","0.00018","0.00017"
"33683","실로폰","0.00016","0.00004"
"33684","실록","0.00454","0.00405"
"33685","실론","0.00003","0.00002"
"33686","실루리아","0.00002","0.00000"
"33687","실루엣","0.00040","0.00019"
"33688","실룩","0.00001","0.00000"
"33689","실룩거리다","0.00004","0.00000"
"33690","실룩샐룩","0.00001","0.00000"
"33691","실룩실룩","0.00003","0.00002"
"33692","실리","0.00064","0.00069"
"33693","실리그","0.00009","0.00006"
"33694","실리다","0.02031","0.01961"
"33695","실리안","0.00001","0.00004"
"33696","실리카","0.00001","0.00002"
"33697","실리콘","0.00054","0.00054"
"33698","실리콘밸리","0.00097","0.00056"
"33699","실린더","0.00005","0.00002"
"33700","실마릴리온","0.00002","0.00000"
"33701","실만","0.00001","0.00006"
"33702","실망","0.01166","0.04959"
"33703","실명","0.00081","0.00082"
"33704","실무","0.00402","0.00249"
"33705","실문","0.00002","0.00007"
"33706","실물","0.00268","0.00249"
"33707","실미","0.00002","0.00002"
"33708","실미도","0.00001","0.00004"
"33709","실바","0.00002","0.00002"
"33710","실바나","0.00002","0.00006"
"33711","실바니","0.00001","0.00000"
"33712","실뱅","0.00003","0.00002"
"33713","실버","0.00084","0.00082"
"33714","실버스","0.00002","0.00000"
"33715","실버스타인","0.00012","0.00017"
"33716","실베","0.00010","0.00011"
"33717","실베스타","0.00001","0.00000"
"33718","실베스터","0.00009","0.00004"
"33719","실베스트르","0.00007","0.00004"
"33720","실비","0.00047","0.00117"
"33721","실비아","0.00040","0.00048"
"33722","실비오","0.00003","0.00002"
"33723","실비치","0.00001","0.00004"
"33724","실사","0.00278","0.00193"
"33725","실상","0.00424","0.00513"
"33726","실색","0.00012","0.00013"
"33727","실생","0.00001","0.00002"
"33728","실선","0.00003","0.00004"
"33729","실성","0.00009","0.00006"
"33730","실세","0.00032","0.00024"
"33731","실소","0.00035","0.00087"
"33732","실수","0.02096","0.02080"
"33733","실습","0.00252","0.00225"
"33734","실시","0.00222","0.00203"
"33735","실신","0.00011","0.00007"
"33736","실실","0.00017","0.00015"
"33737","실실이","0.00003","0.00000"
"33738","실아","0.00001","0.00004"
"33739","실어","0.00020","0.00045"
"33740","실언","0.00005","0.00009"
"33741","실업","0.00254","0.00299"
"33742","실없다","0.00016","0.00028"
"33743","실없이","0.00004","0.00007"
"33744","실역","0.00001","0.00002"
"33745","실연","0.00073","0.00084"
"33746","실예","0.00001","0.00002"
"33747","실온","0.00007","0.00009"
"33748","실외","0.00014","0.00019"
"33749","실용","0.00743","0.00909"
"33750","실은","0.00018","0.00032"
"33751","실음","0.00003","0.00000"
"33752","실의","0.00074","0.00082"
"33753","실익","0.00009","0.00017"
"33754","실인","0.00004","0.00004"
"33755","실장","0.00053","0.00084"
"33756","실재","0.00183","0.00247"
"33757","실적","0.00269","0.00217"
"33758","실전","0.01009","0.00704"
"33759","실절","0.00001","0.00000"
"33760","실점","0.00006","0.00002"
"33761","실정","0.00192","0.00227"
"33762","실제","0.03918","0.03745"
"33763","실제로","0.03419","0.03386"
"33764","실조","0.00025","0.00017"
"33765","실족","0.00012","0.00009"
"33766","실존","0.00402","0.00502"
"33767","실종","0.00622","0.00498"
"33768","실즈","0.00013","0.00000"
"33769","실증","0.00108","0.00156"
"33770","실지","0.00012","0.00020"
"33771","실직","0.00089","0.00110"
"33772","실질","0.00685","0.00691"
"33773","실책","0.00021","0.00019"
"33774","실천","0.04711","0.04238"
"33775","실청","0.00002","0.00000"
"33776","실체","0.00615","0.00710"
"33777","실추","0.00009","0.00013"
"33778","실축","0.00001","0.00002"
"33779","실측","0.00004","0.00017"
"33780","실카","0.00015","0.00000"
"33781","실컨","0.00002","0.00000"
"33782","실컷","0.00193","0.00182"
"33783","실크","0.00130","0.00160"
"33784","실크웜","0.00001","0.00013"
"33785","실타","0.00002","0.00006"
"33786","실탄","0.00004","0.00002"
"33787","실태","0.00081","0.00072"
"33788","실토","0.00011","0.00015"
"33789","실투","0.00008","0.00002"
"33790","실패","0.03753","0.03923"
"33791","실하다","0.00012","0.00026"
"33792","실학","0.00105","0.00093"
"33793","실해","0.00002","0.00007"
"33794","실행","0.01596","0.01641"
"33795","실향","0.00009","0.00006"
"33796","실험","0.03347","0.02502"
"33797","실험복","0.00001","0.00002"
"33798","실현","0.00946","0.00996"
"33799","실형","0.00007","0.00006"
"33800","실화","0.00308","0.00316"
"33801","실황","0.00006","0.00020"
"33802","실효","0.00023","0.00007"
"33803","실히","0.00004","0.00004"
"33804","싫다","0.05528","0.05550"
"33805","싫어하다","0.00031","0.00039"
"33806","심각","0.00005","0.00004"
"33807","심각히","0.00007","0.00002"
"33808","심경","0.00138","0.00119"
"33810","심계","0.00001","0.00002"
"33811","심고","0.00005","0.00007"
"33812","심곡","0.00002","0.00002"
"33813","심근","0.00030","0.00026"
"33814","심근증","0.00001","0.00000"
"33815","심금","0.00042","0.00035"
"33816","심급","0.00002","0.00000"
"33817","심기","0.00046","0.00069"
"33818","심기다","0.00019","0.00020"
"33820","심농","0.00012","0.00022"
"33821","심뇌","0.00002","0.00000"
"33822","심다","0.01408","0.01249"
"33823","심당","0.00002","0.00004"
"33824","심덕","0.00003","0.00000"
"33825","심도","0.00234","0.00297"
"33826","심독","0.00001","0.00002"
"33827","심들다","0.00001","0.00002"
"33828","심라","0.00002","0.00004"
"33829","심려","0.00002","0.00004"
"33830","심력","0.00005","0.00004"
"33831","심령","0.00037","0.00050"
"33832","심리","0.07184","0.07953"
"33833","심마","0.00004","0.00002"
"33834","심마니","0.00004","0.00000"
"33836","심문","0.00069","0.00095"
"33837","심미","0.00058","0.00035"
"33838","심민","0.00005","0.00000"
"33839","심바","0.00006","0.00004"
"33840","심박수","0.00010","0.00009"
"33841","심방","0.00008","0.00015"
"33842","심벌","0.00012","0.00028"
"33843","심벌즈","0.00002","0.00002"
"33844","심법","0.00001","0.00004"
"33845","심병","0.00001","0.00000"
"33847","심복","0.00012","0.00011"
"33848","심볼","0.00005","0.00007"
"33849","심봉","0.00016","0.00011"
"33850","심부","0.00008","0.00009"
"33851","심부름","0.00277","0.00219"
"33852","심비","0.00013","0.00011"
"33853","심사","0.00315","0.00418"
"33854","심사위","0.00002","0.00004"
"33855","심사정","0.00003","0.00002"
"33856","심산","0.00018","0.00032"
"33857","심상","0.00040","0.00063"
"33859","심상찮다","0.00006","0.00009"
"33860","심서","0.00056","0.00052"
"33861","심선","0.00002","0.00004"
"33862","심성","0.00102","0.00099"
"33863","심소","0.00004","0.00000"
"33864","심수","0.00002","0.00004"
"33868","심순","0.00002","0.00000"
"33869","심술","0.00189","0.00132"
"33870","심술궂다","0.00049","0.00039"
"33871","심스","0.00003","0.00007"
"33872","심슨","0.00014","0.00019"
"33874","심시","0.00008","0.00000"
"33875","심신","0.00154","0.00154"
"33876","심실","0.00008","0.00011"
"33877","심심","0.00045","0.00119"
"33878","심심찮다","0.00074","0.00082"
"33879","심안","0.00007","0.00007"
"33880","심야","0.00079","0.00123"
"33881","심약","0.00006","0.00002"
"33882","심양","0.00007","0.00000"
"33883","심어","0.00014","0.00006"
"33884","심연","0.00142","0.00152"
"33885","심열","0.00003","0.00000"
"33886","심영","0.00007","0.00009"
"33890","심오","0.00002","0.00000"
"33891","심온","0.00003","0.00004"
"33892","심왕","0.00001","0.00000"
"33893","심요","0.00001","0.00000"
"33894","심우","0.00002","0.00000"
"33895","심원","0.00009","0.00030"
"33900","심음","0.00001","0.00000"
"33901","심의","0.00031","0.00019"
"33902","심이","0.00061","0.00024"
"33903","심인","0.00009","0.00002"
"33904","심장","0.01240","0.00881"
"33905","심재","0.00009","0.00007"
"33908","심전","0.00004","0.00004"
"33909","심정","0.00682","0.00723"
"33912","심제","0.00002","0.00000"
"33913","심주","0.00001","0.00002"
"33914","심중","0.00014","0.00011"
"33915","심즈","0.00001","0.00000"
"33916","심증","0.00028","0.00028"
"33917","심지","0.00061","0.00056"
"33918","심지어","0.01601","0.01920"
"33920","심진","0.00001","0.00000"
"33922","심창","0.00001","0.00002"
"33923","심천","0.00002","0.00004"
"33924","심청","0.00041","0.00056"
"33925","심체","0.00002","0.00000"
"33926","심축","0.00002","0.00002"
"33927","심충","0.00001","0.00002"
"33928","심취","0.00118","0.00141"
"33929","심층","0.00141","0.00123"
"33930","심토","0.00006","0.00004"
"33931","심통","0.00042","0.00024"
"33932","심판","0.00254","0.00236"
"33933","심평","0.00001","0.00000"
"33934","심폐","0.00022","0.00020"
"33935","심포","0.00003","0.00002"
"33936","심포니","0.00009","0.00007"
"33937","심포지엄","0.00006","0.00000"
"33938","심프슨","0.00004","0.00002"
"33939","심플","0.00379","0.00489"
"33940","심하다","0.01641","0.01779"
"33941","심학","0.00007","0.00024"
"33942","심해","0.00082","0.00032"
"33945","심혈","0.00090","0.00093"
"33946","심형","0.00002","0.00000"
"33950","심호","0.00002","0.00000"
"33951","심화","0.00408","0.00381"
"33952","심환지","0.00007","0.00002"
"33953","심회","0.00001","0.00004"
"33955","심훈","0.00004","0.00004"
"33956","심히","0.00076","0.00141"
"33957","십각","0.00001","0.00000"
"33958","십계","0.00003","0.00002"
"33959","십국","0.00001","0.00000"
"33960","십도","0.00004","0.00000"
"33961","십상","0.00086","0.00104"
"33962","십상시","0.00003","0.00000"
"33963","십색","0.00001","0.00000"
"33964","십선","0.00001","0.00002"
"33965","십수","0.00001","0.00000"
"33966","십시일반","0.00001","0.00000"
"33967","십신","0.00002","0.00002"
"33968","십야","0.00001","0.00000"
"33969","십우","0.00008","0.00009"
"33970","십이","0.00015","0.00011"
"33971","십이면체","0.00005","0.00000"
"33972","십이야","0.00004","0.00002"
"33973","십이지","0.00002","0.00000"
"33974","십이채","0.00001","0.00000"
"33975","십익","0.00001","0.00004"
"33976","십인","0.00001","0.00000"
"33977","십일","0.00005","0.00013"
"33978","십자","0.00487","0.00584"
"33979","십조","0.00001","0.00000"
"33980","십중","0.00018","0.00026"
"33981","십진","0.00011","0.00006"
"33982","십팔","0.00001","0.00000"
"33983","싯다르타","0.00042","0.00026"
"33984","싯달타","0.00001","0.00017"
"33985","싱가포르","0.00101","0.00032"
"33986","싱거","0.00002","0.00000"
"33987","싱겁다","0.00059","0.00177"
"33988","싱고","0.00005","0.00020"
"33989","싱구","0.00002","0.00006"
"33990","싱그럽다","0.00100","0.00110"
"33991","싱글","0.00207","0.00242"
"33992","싱글거리다","0.00001","0.00002"
"33993","싱글대다","0.00001","0.00000"
"33994","싱글리시","0.00001","0.00000"
"33995","싱글벙글","0.00024","0.00013"
"33996","싱글즈","0.00001","0.00002"
"33997","싱글턴","0.00001","0.00000"
"33998","싱긋","0.00012","0.00007"
"33999","싱기","0.00002","0.00002"
"34000","싱숭생숭","0.00017","0.00026"
"34001","싱싱","0.00008","0.00015"
"34002","싱아","0.00037","0.00035"
"34003","싱어","0.00044","0.00043"
"34004","싱에","0.00006","0.00006"
"34005","싱이","0.00009","0.00009"
"34006","싱즈","0.00002","0.00000"
"34007","싱커","0.00017","0.00024"
"34008","싱크","0.00048","0.00039"
"34009","싱크로","0.00012","0.00015"
"34010","싱크로나이즈드","0.00001","0.00000"
"34011","싱크탱크","0.00006","0.00004"
"34012","싱크홀","0.00083","0.00076"
"34013","싱클레어","0.00131","0.00104"
"34014","싱하","0.00004","0.00000"
"34015","싶다","0.00002","0.00000"
"34016","싶어요","0.00011","0.00007"
"34017","싸가","0.00014","0.00011"
"34018","싸가지","0.00028","0.00067"
"34019","싸개","0.00057","0.00032"
"34020","싸고돌다","0.00002","0.00002"
"34021","싸구려","0.00042","0.00125"
"34022","싸그리","0.00005","0.00013"
"34023","싸기","0.00001","0.00000"
"34024","싸늘히","0.00002","0.00004"
"34025","싸다","0.01118","0.01147"
"34026","싸대기","0.00002","0.00000"
"34027","싸대다","0.00004","0.00004"
"34028","싸돌다","0.00009","0.00004"
"34029","싸돌아다니다","0.00002","0.00002"
"34030","싸드","0.00018","0.00011"
"34031","싸라기","0.00004","0.00004"
"34032","싸락","0.00002","0.00006"
"34033","싸래","0.00001","0.00000"
"34034","싸리","0.00008","0.00006"
"34035","싸매다","0.00048","0.00054"
"34036","싸목싸목","0.00001","0.00000"
"34037","싸아","0.00001","0.00000"
"34038","싸아하다","0.00001","0.00002"
"34039","싸악","0.00009","0.00006"
"34040","싸안다","0.00002","0.00002"
"34041","싸우다","0.02181","0.01901"
"34042","싸울","0.00001","0.00007"
"34043","싸움","0.01635","0.01595"
"34044","싸이","0.00068","0.00078"
"34045","싸이다","0.00197","0.00208"
"34046","싸이드","0.00002","0.00000"
"34047","싸이렌","0.00002","0.00002"
"34048","싸이코","0.00031","0.00061"
"34049","싸이클","0.00015","0.00024"
"34050","싸이트","0.00019","0.00030"
"34051","싸잡다","0.00014","0.00017"
"34052","싸지르다","0.00002","0.00004"
"34053","싸하다","0.00015","0.00019"
"34054","싹다","0.00014","0.00009"
"34055","싹둑","0.00019","0.00019"
"34056","싹둑싹둑","0.00007","0.00002"
"34057","싹뚝","0.00013","0.00013"
"34058","싹싹","0.00039","0.00022"
"34059","싹쓸","0.00001","0.00000"
"34060","싹트다","0.00105","0.00108"
"34061","쌀랑쌀랑","0.00001","0.00002"
"34062","쌀밥","0.00008","0.00009"
"34063","쌀빵","0.00009","0.00000"
"34064","쌀쌀맞다","0.00015","0.00009"
"34065","쌈디","0.00001","0.00000"
"34066","쌈박","0.00003","0.00006"
"34067","쌈지","0.00006","0.00007"
"34068","쌈짓","0.00005","0.00002"
"34069","쌉싸름","0.00001","0.00000"
"34070","쌍검","0.00001","0.00000"
"34071","쌍계","0.00005","0.00000"
"34072","쌍관","0.00002","0.00000"
"34073","쌍기","0.00001","0.00000"
"34074","쌍동","0.00006","0.00002"
"34075","쌍두","0.00008","0.00006"
"34076","쌍륙","0.00002","0.00000"
"34077","쌍무","0.00001","0.00004"
"34078","쌍문","0.00001","0.00000"
"34079","쌍발","0.00002","0.00000"
"34080","쌍방","0.00017","0.00028"
"34081","쌍방울","0.00001","0.00002"
"34082","쌍벽","0.00012","0.00009"
"34083","쌍봉","0.00005","0.00002"
"34084","쌍사","0.00001","0.00000"
"34085","쌍살","0.00002","0.00000"
"34086","쌍생","0.00003","0.00007"
"34087","쌍성","0.00001","0.00000"
"34088","쌍수","0.00005","0.00007"
"34089","쌍시","0.00003","0.00000"
"34090","쌍쌍","0.00001","0.00002"
"34091","쌍용","0.00012","0.00011"
"34092","쌍이","0.00001","0.00004"
"34093","쌍점","0.00001","0.00000"
"34094","쌍화","0.00002","0.00002"
"34095","쌓다","0.02300","0.02026"
"34096","쌓음","0.00001","0.00002"
"34097","쌓이다","0.01827","0.01669"
"34098","쌔근쌔근","0.00006","0.00000"
"34099","쌔다","0.00008","0.00013"
"34100","쌕쌕","0.00001","0.00000"
"34101","쌕쌕거리다","0.00001","0.00000"
"34102","쌕쌕이","0.00001","0.00002"
"34103","쌜룩","0.00002","0.00000"
"34104","쌩긋","0.00001","0.00000"
"34105","쌩쌩","0.00041","0.00039"
"34106","쌩판","0.00001","0.00000"
"34107","써내다","0.00119","0.00151"
"34108","써니","0.00061","0.00058"
"34109","써드","0.00010","0.00002"
"34110","써로게이트","0.00001","0.00000"
"34111","써리","0.00017","0.00002"
"34112","써먹다","0.00293","0.00210"
"34113","써붙이다","0.00002","0.00004"
"34114","썩다","0.00333","0.00327"
"34115","썩소","0.00004","0.00009"
"34116","썩썩","0.00001","0.00000"
"34117","썩어빠지다","0.00008","0.00006"
"34118","썩이다","0.00031","0.00022"
"34119","썩히다","0.00015","0.00013"
"34120","썪다","0.00007","0.00006"
"34121","썬더","0.00021","0.00009"
"34122","썬킴","0.00003","0.00002"
"34123","썰기","0.00003","0.00004"
"34124","썰다","0.00247","0.00258"
"34125","썰렁","0.00003","0.00006"
"34126","썰리다","0.00001","0.00002"
"34127","썰매","0.00151","0.00071"
"34128","썰매개","0.00003","0.00004"
"34129","썰미","0.00027","0.00028"
"34130","썸데이","0.00003","0.00000"
"34131","썸머","0.00009","0.00006"
"34132","썸씽","0.00006","0.00011"
"34133","쎄다","0.00131","0.00138"
"34134","쎄라","0.00001","0.00000"
"34135","쎄리","0.00001","0.00000"
"34136","쎄이다","0.00001","0.00002"
"34137","쎼다","0.00001","0.00000"
"34138","쏘가리","0.00008","0.00002"
"34139","쏘기","0.00019","0.00011"
"34140","쏘다","0.00162","0.00162"
"34141","쏘다니다","0.00013","0.00013"
"34142","쏘리","0.00005","0.00007"
"34143","쏘시개","0.00008","0.00013"
"34144","쏘아대다","0.00009","0.00019"
"34145","쏘아보다","0.00005","0.00013"
"34146","쏘아붙이다","0.00011","0.00009"
"34147","쏘옥","0.00139","0.00063"
"34148","쏘우","0.00002","0.00002"
"34149","쏘울","0.00002","0.00000"
"34150","쏘이다","0.00035","0.00041"
"34151","쏘피","0.00001","0.00000"
"34152","쏙다","0.00011","0.00006"
"34153","쏙독","0.00002","0.00000"
"34154","쏙쏙","0.00693","0.00342"
"34155","쏟다","0.01335","0.01372"
"34156","쏟아붓다","0.00057","0.00045"
"34157","쏟아지다","0.00847","0.00855"
"34158","쏠다","0.00002","0.00006"
"34159","쏠리다","0.00140","0.00158"
"34160","쏠림","0.00014","0.00019"
"34161","쏠배감펭","0.00001","0.00002"
"34162","쏠쏠","0.00032","0.00019"
"34163","쏠쏠히","0.00004","0.00004"
"34164","쏨뱅이","0.00001","0.00002"
"34165","쏴아","0.00002","0.00004"
"34166","쏴아쏴아","0.00001","0.00002"
"34167","쏴아아","0.00003","0.00000"
"34168","쏴악","0.00002","0.00000"
"34169","쏼라쏼라","0.00001","0.00002"
"34170","쐐기","0.00029","0.00019"
"34171","쐬기","0.00001","0.00002"
"34172","쐬다","0.00047","0.00065"
"34173","쑤다","0.00084","0.00065"
"34174","쑤셔박다","0.00001","0.00004"
"34175","쑤시","0.00014","0.00006"
"34176","쑤시다","0.00069","0.00089"
"34177","쑤욱","0.00033","0.00022"
"34178","쑤저우","0.00002","0.00000"
"34179","쑤퉁","0.00005","0.00002"
"34180","쑥과","0.00007","0.00013"
"34181","쑥대","0.00022","0.00035"
"34182","쑥덕거리다","0.00003","0.00004"
"34183","쑥덕쑥덕","0.00002","0.00000"
"34184","쑥맥","0.00005","0.00004"
"34185","쑥스럽다","0.00063","0.00024"
"34186","쑥쑥","0.00403","0.00199"
"34187","쑥쓰럽다","0.00016","0.00015"
"34188","쑬쑬","0.00001","0.00000"
"34189","쑹메이링","0.00002","0.00000"
"34190","쑹훙빙","0.00011","0.00006"
"34191","쓰가","0.00008","0.00006"
"34192","쓰가루","0.00014","0.00009"
"34193","쓰개","0.00002","0.00002"
"34194","쓰기","0.00080","0.00110"
"34195","쓰네오","0.00002","0.00000"
"34196","쓰노","0.00006","0.00000"
"34197","쓰다","0.15410","0.19459"
"34198","쓰다듬다","0.00140","0.00104"
"34199","쓰디쓰다","0.00031","0.00033"
"34200","쓰라리다","0.00059","0.00061"
"34201","쓰라림","0.00007","0.00002"
"34202","쓰래","0.00001","0.00002"
"34203","쓰러뜨리다","0.00040","0.00033"
"34204","쓰러지다","0.00557","0.00504"
"34205","쓰러트리다","0.00003","0.00006"
"34206","쓰레","0.00009","0.00004"
"34207","쓰레기","0.01496","0.01230"
"34208","쓰루","0.00010","0.00006"
"34209","쓰루타","0.00002","0.00004"
"34210","쓰르라미","0.00001","0.00002"
"34211","쓰리","0.00029","0.00045"
"34212","쓰리다","0.00097","0.00121"
"34213","쓰리즈","0.00001","0.00000"
"34214","쓰리콤","0.00001","0.00004"
"34215","쓰바사","0.00015","0.00000"
"34216","쓰바키","0.00004","0.00006"
"34217","쓰바키야","0.00013","0.00000"
"34218","쓰부라야","0.00003","0.00000"
"34219","쓰시","0.00001","0.00000"
"34220","쓰시마","0.00014","0.00002"
"34221","쓰쓰","0.00001","0.00006"
"34222","쓰쓰미","0.00002","0.00000"
"34223","쓰쓰이","0.00004","0.00015"
"34224","쓰요시","0.00007","0.00022"
"34225","쓰윽","0.00044","0.00035"
"34226","쓰이다","0.02896","0.03310"
"34227","쓰임","0.00198","0.00138"
"34228","쓰즈키","0.00001","0.00000"
"34229","쓰지","0.00001","0.00000"
"34230","쓰지도","0.00002","0.00002"
"34231","쓰촨","0.00006","0.00004"
"34232","쓰촨성","0.00004","0.00004"
"34233","쓰치다","0.00013","0.00030"
"34234","쓰치야","0.00001","0.00002"
"34235","쓰카다","0.00002","0.00002"
"34236","쓰카모토","0.00004","0.00002"
"34237","쓰카하라","0.00006","0.00000"
"34238","쓰쿠다","0.00078","0.00000"
"34239","쓰쿠미","0.00007","0.00004"
"34240","쓰쿠바","0.00002","0.00002"
"34241","쓰키","0.00012","0.00019"
"34242","쓰키시마","0.00008","0.00048"
"34243","쓰토무","0.00006","0.00022"
"34244","쓱싹","0.00015","0.00009"
"34245","쓱싹쓱싹","0.00011","0.00017"
"34246","쓱쓱","0.00091","0.00059"
"34247","쓸개","0.00052","0.00113"
"34248","쓸다","0.16191","0.17281"
"34249","쓸데없다","0.00282","0.00383"
"34250","쓸데없이","0.00081","0.00169"
"34251","쓸려가다","0.00003","0.00004"
"34252","쓸리다","0.00023","0.00035"
"34253","쓸모없다","0.00239","0.00242"
"34254","쓸모있다","0.00045","0.00041"
"34255","쓸쓸이","0.00004","0.00006"
"34256","쓸쓸히","0.00037","0.00026"
"34257","쓸어가다","0.00003","0.00006"
"34258","쓸어내리다","0.00028","0.00028"
"34259","쓸어버리다","0.00011","0.00017"
"34260","쓸이","0.00007","0.00013"
"34261","씀바귀","0.00005","0.00007"
"34262","씀씀이","0.00060","0.00087"
"34263","씁쓸히","0.00002","0.00000"
"34264","씌다","0.00756","0.00827"
"34265","씌우다","0.00173","0.00210"
"34266","씌이다","0.00013","0.00015"
"34267","씨네","0.00047","0.00028"
"34268","씨다","0.00042","0.00043"
"34269","씨드","0.00059","0.00035"
"34270","씨름","0.00215","0.00169"
"34271","씨리","0.00013","0.00026"
"34272","씨받이","0.00005","0.00000"
"34273","씨발","0.00008","0.00000"
"34275","씨시","0.00004","0.00000"
"34276","씨씨","0.00003","0.00000"
"34277","씨아","0.00001","0.00000"
"34278","씨앗","0.00939","0.00680"
"34279","씨엘","0.00002","0.00000"
"34280","씨우다","0.00001","0.00000"
"34281","씨익","0.00030","0.00017"
"34282","씨제이","0.00001","0.00000"
"34283","씨족","0.00012","0.00004"
"34284","씨티","0.00005","0.00006"
"34285","씨팔","0.00002","0.00000"
"34286","씩씩거리다","0.00013","0.00011"
"34287","씩씩대다","0.00007","0.00000"
"34288","씰다","0.00003","0.00002"
"34289","씰룩","0.00002","0.00000"
"34290","씰룩거리다","0.00003","0.00000"
"34291","씰룩씰룩","0.00004","0.00007"
"34292","씰룩이다","0.00003","0.00000"
"34293","씹다","0.00314","0.00309"
"34294","씹히다","0.00010","0.00006"
"34295","씻개","0.00002","0.00017"
"34296","씻기다","0.00098","0.00069"
"34297","씻김","0.00003","0.00002"
"34298","씻다","0.00746","0.00498"
"34299","씻어내리다","0.00001","0.00000"
"34300","씻이","0.00003","0.00000"
"34301","씽긋","0.00003","0.00000"
"34302","씽씽","0.00063","0.00071"
"34303","씽씽이","0.00012","0.00009"
"34304","씽크","0.00023","0.00022"
"34305","씽크빅","0.00004","0.00011"
"34306","아가","0.00521","0.00433"
"34307","아가데즈","0.00001","0.00000"
"34308","아가르","0.00001","0.00000"
"34309","아가리","0.00024","0.00007"
"34310","아가멤논","0.00010","0.00006"
"34311","아가미","0.00041","0.00022"
"34312","아가방","0.00001","0.00000"
"34313","아가사","0.00033","0.00067"
"34314","아가서","0.00002","0.00004"
"34315","아가시","0.00001","0.00000"
"34316","아가씨","0.00354","0.00489"
"34317","아가야","0.00009","0.00004"
"34318","아가타","0.00002","0.00002"
"34319","아가테","0.00005","0.00056"
"34320","아가판투스","0.00001","0.00000"
"34321","아가페","0.00009","0.00026"
"34322","아각","0.00001","0.00006"
"34323","아간","0.00002","0.00000"
"34324","아감","0.00006","0.00004"
"34325","아감벤","0.00006","0.00009"
"34326","아게노르","0.00001","0.00000"
"34327","아경","0.00016","0.00039"
"34328","아계","0.00001","0.00006"
"34329","아고","0.00013","0.00013"
"34330","아고라","0.00011","0.00007"
"34331","아고스티노","0.00002","0.00000"
"34332","아고스티니","0.00001","0.00000"
"34333","아공","0.00006","0.00000"
"34334","아과","0.00002","0.00000"
"34335","아관","0.00018","0.00015"
"34336","아교","0.00005","0.00000"
"34337","아구","0.00009","0.00009"
"34338","아구스틴","0.00001","0.00000"
"34339","아국","0.00001","0.00000"
"34340","아군","0.00056","0.00054"
"34341","아궁","0.00014","0.00006"
"34342","아궁이","0.00027","0.00026"
"34343","아귀","0.00110","0.00113"
"34344","아규","0.00001","0.00004"
"34345","아그","0.00007","0.00007"
"34346","아그네스","0.00019","0.00011"
"34347","아그니","0.00001","0.00000"
"34348","아그니에슈카","0.00006","0.00004"
"34349","아그라","0.00009","0.00009"
"34350","아그라왈","0.00001","0.00000"
"34351","아그리젠토","0.00001","0.00004"
"34352","아그리파","0.00002","0.00000"
"34353","아그보","0.00001","0.00000"
