ESNTL_NO,WRD_NM,AFRM_SCORE_VALUE,NEGA_SCORE_VALUE
"786","갈레라","0.00002","0.00000"
"787","갈렌","0.00001","0.00002"
"788","갈로","0.00005","0.00004"
"789","갈로아","0.00002","0.00000"
"790","갈루","0.00011","0.00000"
"791","갈루스","0.00002","0.00000"
"792","갈루아","0.00002","0.00011"
"793","갈륨","0.00001","0.00000"
"794","갈리","0.00011","0.00007"
"795","갈리다","0.00206","0.00351"
"796","갈리마르","0.00002","0.00000"
"797","갈리미무스","0.00001","0.00000"
"798","갈리아","0.00023","0.00028"
"799","갈리아인","0.00002","0.00002"
"800","갈리에누스","0.00001","0.00000"
"801","갈리폴리","0.00001","0.00000"
"802","갈릭","0.00003","0.00004"
"803","갈릴레오","0.00104","0.00100"
"804","갈릴레이","0.00064","0.00054"
"805","갈릴리","0.00005","0.00004"
"806","갈림","0.00123","0.00085"
"807","갈마","0.00001","0.00002"
"808","갈마들다","0.00001","0.00004"
"809","갈만","0.00021","0.00035"
"810","갈망","0.00393","0.00524"
"811","갈매","0.00007","0.00000"
"812","갈매기","0.00217","0.00125"
"813","갈멜","0.00001","0.00000"
"814","갈모","0.00001","0.00000"
"815","갈무리","0.00046","0.00089"
"816","갈바","0.00001","0.00011"
"817","갈바니","0.00002","0.00000"
"818","갈밭","0.00004","0.00004"
"819","갈변","0.00004","0.00000"
"820","갈보","0.00002","0.00000"
"821","갈비","0.00103","0.00061"
"822","갈빗","0.00002","0.00002"
"823","갈색","0.00207","0.00178"
"824","갈수","0.00002","0.00004"
"825","갈수록","0.00054","0.00091"
"826","갈아끼우다","0.00002","0.00000"
"827","갈아대다","0.00001","0.00002"
"828","갈아먹다","0.00004","0.00000"
"829","갈아엎다","0.00015","0.00013"
"830","갈아입다","0.00089","0.00084"
"831","갈아입히다","0.00008","0.00009"
"832","갈아주다","0.00018","0.00013"
"833","갈아치우다","0.00008","0.00007"
"834","갈아타다","0.00062","0.00054"
"835","갈애","0.00001","0.00000"
"836","갈의","0.00002","0.00007"
"837","갈이","0.00063","0.00059"
"838","갈증","0.00181","0.00203"
"839","갈지","0.00002","0.00007"
"840","갈채","0.00019","0.00020"
"841","갈취","0.00032","0.00022"
"842","갈치","0.00020","0.00006"
"843","갈치다","0.00002","0.00002"
"844","갈퀴","0.00021","0.00015"
"845","갈키다","0.00002","0.00007"
"846","갈탄","0.00003","0.00002"
"847","갈파","0.00003","0.00006"
"848","갈팔질팡","0.00001","0.00004"
"849","갈팡지팡","0.00081","0.00093"
"850","갈피","0.00226","0.00191"
"851","갈현","0.00001","0.00000"
"852","갈호","0.00006","0.00000"
"853","갉다","0.00041","0.00026"
"854","갉아먹다","0.00090","0.00084"
"855","갉작갉작","0.00002","0.00007"
"856","감가","0.00025","0.00017"
"857","감각","0.01598","0.01491"
"858","감감","0.00007","0.00009"
"859","감개","0.00009","0.00006"
"860","감겨들다","0.00001","0.00004"
"861","감격","0.00101","0.00087"
"862","감경","0.00003","0.00004"
"863","감고","0.00013","0.00011"
"864","감과","0.00011","0.00009"
"865","감관","0.00002","0.00002"
"866","감광","0.00002","0.00004"
"867","감국","0.00001","0.00000"
"868","감귤","0.00036","0.00013"
"869","감금","0.00102","0.00093"
"870","감기","0.00526","0.00342"
"871","감기다","0.00065","0.00065"
"872","감내","0.00141","0.00160"
"873","감녕","0.00002","0.00000"
"874","감다","0.00615","0.00608"
"875","감단","0.00007","0.00002"
"876","감당","0.00641","0.00615"
"877","감도","0.00058","0.00102"
"878","감독","0.00755","0.00926"
"879","감독상","0.00002","0.00006"
"880","감독판","0.00001","0.00002"
"881","감돈","0.00009","0.00013"
"882","감돌다","0.00072","0.00091"
"883","감동","0.04083","0.03775"
"884","감동이","0.00001","0.00000"
"885","감등","0.00002","0.00006"
"886","감람","0.00001","0.00002"
"887","감량","0.00101","0.00097"
"888","감력","0.00041","0.00024"
"889","감로","0.00003","0.00009"
"890","감류","0.00004","0.00006"
"891","감리","0.00010","0.00024"
"892","감마","0.00019","0.00009"
"893","감만","0.00001","0.00002"
"894","감면","0.00021","0.00026"
"895","감명","0.00180","0.00243"
"896","감명깊다","0.00084","0.00132"
"897","감미","0.00056","0.00059"
"898","감미료","0.00004","0.00002"
"899","감바","0.00006","0.00004"
"900","감방","0.00029","0.00030"
"901","감법","0.00002","0.00002"
"902","감별","0.00023","0.00020"
"903","감보","0.00002","0.00000"
"904","감복","0.00010","0.00015"
"905","감비아","0.00004","0.00000"
"906","감사","0.03804","0.03041"
"907","감사용","0.00001","0.00002"
"908","감사절","0.00008","0.00011"
"909","감사히","0.00071","0.00043"
"910","감산","0.00002","0.00004"
"911","감상","0.01489","0.01634"
"912","감색","0.00003","0.00004"
"913","감선","0.00003","0.00002"
"914","감성","0.01734","0.01994"
"915","감세","0.00014","0.00019"
"916","감소","0.00400","0.00420"
"917","감속","0.00012","0.00007"
"918","감쇄","0.00001","0.00002"
"919","감쇠","0.00001","0.00000"
"920","감수","0.00943","0.01007"
"921","감숙","0.00001","0.00000"
"922","감시","0.00444","0.00431"
"923","감식","0.00028","0.00022"
"924","감실","0.00003","0.00007"
"925","감싸다","0.00404","0.00364"
"926","감싸안다","0.00037","0.00039"
"927","감싸이다","0.00006","0.00011"
"928","감아차다","0.00001","0.00000"
"929","감안","0.00228","0.00504"
"930","감압","0.00002","0.00004"
"931","감액","0.00002","0.00000"
"932","감언","0.00018","0.00007"
"933","감역","0.00001","0.00000"
"934","감연","0.00001","0.00004"
"935","감열","0.00001","0.00004"
"936","감염","0.00349","0.00253"
"937","감염병","0.00102","0.00043"
"938","감영","0.00006","0.00009"
"939","감옥","0.00648","0.00729"
"940","감우","0.00002","0.00000"
"941","감원","0.00003","0.00002"
"942","감은","0.00005","0.00000"
"943","감은사지","0.00003","0.00000"
"944","감읍","0.00002","0.00007"
"945","감응","0.00022","0.00030"
"946","감이","0.00011","0.00011"
"947","감인","0.00002","0.00004"
"948","감자","0.00477","0.00366"
"949","감자칩","0.00018","0.00006"
"950","감작","0.00001","0.00002"
"951","감잣","0.00001","0.00000"
"952","감장","0.00001","0.00002"
"953","감저","0.00002","0.00004"
"954","감적","0.00001","0.00000"
"955","감전","0.00018","0.00019"
"956","감점","0.00013","0.00035"
"957","감정","0.11196","0.10637"
"958","감정기","0.00003","0.00000"
"959","감주","0.00003","0.00000"
"960","감지","0.00280","0.00262"
"961","감지덕지","0.00006","0.00007"
"962","감질","0.00010","0.00015"
"963","감질나다","0.00011","0.00013"
"964","감집","0.00001","0.00000"
"965","감짝","0.00003","0.00000"
"966","감쪽같다","0.00005","0.00002"
"967","감쪽같이","0.00064","0.00054"
"968","감찰","0.00019","0.00015"
"969","감천","0.00010","0.00004"
"970","감청","0.00004","0.00006"
"971","감초","0.00036","0.00037"
"972","감촉","0.00044","0.00032"
"973","감추다","0.01114","0.01288"
"974","감축","0.00031","0.00032"
"975","감춘","0.00001","0.00000"
"976","감출","0.00001","0.00006"
"977","감취","0.00001","0.00002"
"978","감치","0.00006","0.00013"
"979","감치다","0.00012","0.00009"
"980","감칠","0.00054","0.00059"
"981","감침","0.00002","0.00000"
"982","감탄","0.01341","0.01115"
"983","감탕","0.00001","0.00000"
"984","감태","0.00003","0.00000"
"985","감통","0.00003","0.00000"
"986","감퇴","0.00025","0.00024"
"987","감투","0.00036","0.00028"
"988","감편","0.00002","0.00000"
"989","감하","0.00001","0.00000"
"990","감하다","0.00008","0.00011"
"991","감행","0.00158","0.00147"
"992","감형","0.00013","0.00019"
"993","감호","0.00005","0.00002"
"994","감호소","0.00003","0.00004"
"995","감홍","0.00002","0.00000"
"996","감화","0.00026","0.00032"
"997","감회","0.00057","0.00059"
"998","감흥","0.00146","0.00491"
"999","감히","0.00508","0.00571"
"1000","갑각","0.00012","0.00009"
"1001","갑갑","0.00002","0.00002"
"1002","갑골","0.00012","0.00002"
"1003","갑곶","0.00001","0.00000"
"1004","갑과","0.00020","0.00017"
"1005","갑동","0.00001","0.00000"
"1006","갑론을박","0.00013","0.00009"
"1007","갑부","0.00045","0.00054"
"1008","갑사","0.00004","0.00002"
"1009","갑산","0.00002","0.00000"
"1010","갑상","0.00039","0.00006"
"1011","갑수","0.00014","0.00013"
"1012","갑술","0.00001","0.00002"
"1013","갑신","0.00018","0.00024"
"1014","갑오","0.00017","0.00007"
"1015","갑을","0.00003","0.00007"
"1016","갑의","0.00016","0.00017"
"1017","갑인","0.00006","0.00011"
"1018","갑자","0.00036","0.00024"
"1019","갑자기","0.02569","0.02801"
"1020","갑자원","0.00001","0.00002"
"1021","갑작","0.00004","0.00004"
"1022","갑작스럽다","0.00493","0.00528"
"1023","갑작스레","0.00101","0.00117"
"1024","갑절","0.00006","0.00002"
"1025","갑주","0.00002","0.00019"
"1026","갑중","0.00001","0.00002"
"1027","갑지","0.00003","0.00002"
"1028","갑진","0.00004","0.00002"
"1029","갑충","0.00001","0.00002"
"1030","갑툭튀","0.00005","0.00006"
"1031","갑판","0.00015","0.00009"
"1032","값나가다","0.00004","0.00002"
"1033","값비싸다","0.00071","0.00065"
"1034","값싸다","0.00070","0.00089"
"1035","값있다","0.00002","0.00004"
"1036","값지다","0.00247","0.00245"
"1037","갓끈","0.00001","0.00000"
"1038","갓나다","0.00063","0.00041"
"1039","갓난","0.00032","0.00043"
"1040","갓난이","0.00001","0.00000"
"1041","갓다","0.00011","0.00006"
"1042","갓파","0.00006","0.00002"
"1043","갔다오다","0.00021","0.00020"
"1044","강간","0.00147","0.00136"
"1045","강감","0.00002","0.00000"
"1046","강감찬","0.00017","0.00006"
"1047","강강","0.00011","0.00019"
"1048","강개","0.00003","0.00009"
"1049","강거","0.00002","0.00000"
"1050","강건","0.00005","0.00002"
"1051","강경","0.00066","0.00045"
"1059","강계","0.00002","0.00000"
"1060","강고","0.00005","0.00002"
"1061","강골","0.00001","0.00000"
"1062","강공","0.00003","0.00004"
"1063","강과","0.00056","0.00030"
"1064","강구","0.00063","0.00065"
"1065","강국","0.00120","0.00108"
"1066","강권","0.00021","0.00035"
"1067","강규","0.00004","0.00009"
"1068","강금","0.00004","0.00006"
"1071","강기","0.00009","0.00002"
"1076","강남","0.00447","0.00440"
"1078","강남이","0.00016","0.00004"
"1079","강낭","0.00028","0.00009"
"1080","강냉이","0.00007","0.00007"
"1081","강녀","0.00002","0.00000"
"1082","강녕","0.00006","0.00000"
"1083","강단","0.00072","0.00091"
"1084","강달이","0.00001","0.00000"
"1085","강당","0.00025","0.00032"
"1086","강대","0.00224","0.00195"
"1090","강도","0.00447","0.00452"
"1091","강독","0.00019","0.00013"
"1092","강동","0.00023","0.00013"
"1093","강동구","0.00004","0.00000"
"1099","강두","0.00002","0.00000"
"1100","강등","0.00011","0.00009"
"1101","강력","0.00167","0.00106"
"1102","강력반","0.00017","0.00006"
"1103","강력히","0.00094","0.00071"
"1104","강렬히","0.00015","0.00026"
"1105","강령","0.00028","0.00043"
"1106","강론","0.00013","0.00020"
"1107","강릉","0.00059","0.00030"
"1108","강리","0.00002","0.00000"
"1109","강림","0.00045","0.00015"
"1110","강마","0.00011","0.00024"
"1111","강만","0.00004","0.00006"
"1113","강매","0.00007","0.00009"
"1114","강명","0.00002","0.00004"
"1116","강모","0.00003","0.00000"
"1117","강목","0.00003","0.00002"
"1118","강무","0.00021","0.00002"
"1122","강문","0.00003","0.00004"
"1123","강미","0.00007","0.00026"
"1135","강박","0.00387","0.00440"
"1136","강반","0.00002","0.00000"
"1137","강방","0.00002","0.00004"
"1141","강변","0.00061","0.00041"
"1142","강별","0.00001","0.00000"
"1143","강병","0.00018","0.00019"
"1147","강보","0.00004","0.00006"
"1149","강복","0.00003","0.00007"
"1151","강북","0.00026","0.00028"
"1152","강비","0.00003","0.00000"
"1153","강빈","0.00010","0.00011"
"1154","강사","0.00617","0.00636"
"1155","강산","0.00076","0.00054"
"1156","강상","0.00020","0.00041"
"1160","강색","0.00001","0.00000"
"1161","강생","0.00002","0.00000"
"1162","강생이","0.00001","0.00000"
"1163","강서","0.00007","0.00009"
"1165","강서구","0.00005","0.00002"
"1166","강석","0.00003","0.00006"
"1172","강선","0.00005","0.00009"
"1173","강설","0.00002","0.00000"
"1174","강성","0.00021","0.00015"
"1179","강세","0.00091","0.00099"
"1182","강소","0.00006","0.00002"
"1186","강송","0.00002","0.00007"
"1187","강쇠","0.00003","0.00000"
"1188","강수","0.00032","0.00028"
"1196","강스","0.00005","0.00004"
"1197","강습","0.00018","0.00009"
"1198","강승","0.00001","0.00006"
"1200","강시","0.00011","0.00019"
"1202","강식","0.00054","0.00061"
"1203","강신","0.00003","0.00002"
"1210","강심","0.00002","0.00004"
"1211","강아지","0.02126","0.01504"
"1212","강안","0.00001","0.00002"
"1213","강압","0.00131","0.00100"
"1214","강약","0.00036","0.00046"
"1216","강역","0.00005","0.00006"
"1217","강연","0.01004","0.00957"
"1218","강열","0.00004","0.00000"
"1219","강영","0.00001","0.00002"
"1228","강완","0.00001","0.00002"
"1229","강요","0.00992","0.01098"
"1232","강우","0.00084","0.00033"
"1241","강위","0.00003","0.00000"
"1256","강의","0.02672","0.02464"
"1267","강자","0.00203","0.00175"
"1268","강장","0.00005","0.00007"
"1269","강재","0.00032","0.00006"
"1270","강적","0.00008","0.00007"
"1271","강전","0.00003","0.00004"
"1272","강점","0.00802","0.00693"
"1273","강정","0.00032","0.00028"
"1278","강제","0.00583","0.00519"
"1279","강조","0.02906","0.03067"
"1280","강좌","0.00134","0.00110"
"1281","강주","0.00028","0.00020"
"1287","강준","0.00010","0.00000"
"1292","강중","0.00001","0.00002"
"1293","강지","0.00027","0.00019"
"1302","강직","0.00017","0.00022"
"1305","강짜","0.00001","0.00004"
"1306","강차","0.00002","0.00000"
"1307","강찬","0.00032","0.00004"
"1308","강창","0.00002","0.00002"
"1313","강천","0.00002","0.00000"
"1314","강철","0.00107","0.00106"
"1316","강철이","0.00002","0.00002"
"1317","강체","0.00001","0.00002"
"1318","강촌","0.00002","0.00004"
"1319","강추","0.00829","0.00478"
"1321","강타","0.00062","0.00056"
"1322","강탈","0.00050","0.00033"
"1323","강태","0.00008","0.00006"
"1326","강토","0.00014","0.00045"
"1327","강통","0.00002","0.00002"
"1328","강퇴","0.00001","0.00004"
"1329","강파","0.00030","0.00030"
"1330","강판","0.00005","0.00000"
"1331","강편","0.00003","0.00000"
"1332","강포","0.00002","0.00011"
"1333","강폭","0.00001","0.00000"
"1334","강풍","0.00013","0.00011"
"1335","강필","0.00001","0.00000"
"1336","강하","0.00051","0.00085"
"1340","강학","0.00002","0.00000"
"1342","강한","0.00003","0.00015"
"1345","강항","0.00003","0.00004"
"1346","강해","0.00009","0.00007"
"1347","강행","0.00028","0.00039"
"1348","강헌","0.00003","0.00000"
"1365","강호","0.00056","0.00095"
"1369","강화","0.00733","0.00591"
"1371","강황","0.00008","0.00007"
"1372","강효","0.00009","0.00009"
"1375","강후","0.00003","0.00006"
"1384","갖다","0.10542","0.09843"
"1385","갖다대다","0.00015","0.00019"
"1386","갖다두다","0.00001","0.00004"
"1387","갖은","0.00002","0.00009"
"1388","갖추","0.00001","0.00002"
"1389","갖추다","0.01974","0.01810"
"1390","갖춘","0.00001","0.00000"
"1391","갖히다","0.00031","0.00022"
"1392","같아지다","0.00018","0.00028"
"1393","같이","0.07820","0.07011"
"1394","같잖다","0.00003","0.00011"
"1395","같히다","0.00005","0.00002"
"1396","갚다","0.00462","0.00468"
"1397","갚음","0.00016","0.00011"
"1398","개가","0.00003","0.00000"
"1399","개간","0.00015","0.00009"
"1400","개강","0.00008","0.00004"
"1401","개개","0.00475","0.00598"
"1402","개개비","0.00004","0.00002"
"1403","개걸","0.00001","0.00002"
"1404","개경","0.00012","0.00004"
"1405","개고","0.00005","0.00022"
"1406","개골개골","0.00002","0.00000"
"1407","개과","0.00031","0.00037"
"1408","개관","0.00036","0.00039"
"1409","개괄","0.00050","0.00108"
"1410","개교","0.00009","0.00009"
"1411","개구","0.00010","0.00009"
"1412","개구리","0.01028","0.00786"
"1413","개구장이","0.00029","0.00020"
"1414","개구쟁이","0.00177","0.00091"
"1415","개구지다","0.00041","0.00048"
"1416","개국","0.00078","0.00050"
"1417","개굴","0.00029","0.00006"
"1418","개굴개굴","0.00009","0.00017"
"1419","개그","0.00273","0.00297"
"1420","개근","0.00005","0.00009"
"1421","개기","0.00022","0.00009"
"1422","개기다","0.00005","0.00011"
